"","playlist_id","playlist_name","playlist_img","playlist_owner_name","playlist_owner_id","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","track.id","analysis_url","time_signature","added_at","is_local","primary_color","added_by.href","added_by.id","added_by.type","added_by.uri","added_by.external_urls.spotify","track.artists","track.available_markets","track.disc_number","track.duration_ms","track.episode","track.explicit","track.href","track.is_local","track.name","track.popularity","track.preview_url","track.track","track.track_number","track.type","track.uri","track.album.album_type","track.album.artists","track.album.available_markets","track.album.href","track.album.id","track.album.images","track.album.name","track.album.release_date","track.album.release_date_precision","track.album.total_tracks","track.album.type","track.album.uri","track.album.external_urls.spotify","track.external_ids.isrc","track.external_urls.spotify","video_thumbnail.url","key_name","mode_name","key_mode","analyzer_version","duration","end_of_fade_in","start_of_fade_out","tempo_confidence","time_signature_confidence","key_confidence","mode_confidence","bars","beats","tatums","sections","segments","genre"
"1","30EtqO7XgA36lwcdj1Uuex","Kpop Top Hits","https://mosaic.scdn.co/640/ab67616d0000b2733613e1e0d35867a0814005a9ab67616d0000b2738c4a282e84a53c1c8acf129aab67616d0000b2738ea860a3e6904b875629d672ab67616d0000b273c7b6b2976e38a802eebff046","Ellunix","gjzl9x7c69d6fp99sijf0r0ly",0.755,0.87,1,-2.414,0,0.0936,0.00988,0,0.0917,0.645,124.032,"0IGUXY4JbK18bu9oD4mPIm","https://api.spotify.com/v1/audio-analysis/0IGUXY4JbK18bu9oD4mPIm",4,"2022-03-14T10:09:48Z",FALSE,NA,"https://api.spotify.com/v1/users/gjzl9x7c69d6fp99sijf0r0ly","gjzl9x7c69d6fp99sijf0r0ly","user","spotify:user:gjzl9x7c69d6fp99sijf0r0ly","https://open.spotify.com/user/gjzl9x7c69d6fp99sijf0r0ly",
